id,name,x,y,hue
585,585,0.00689399,0.87424,
583,583,0.0112784,0.874993,
75,75,-0.0728684,0.56768,
437,437,-0.0399128,0.850488,
516,516,0.0453495,0.851697,
687,687,0.0997708,0.00413482,
159,159,0.0902692,0.302548,
848,848,-0.0205551,0.449513,
709,709,-0.0960811,0.272841,
99,99,-0.0202714,0.465793,
540,540,0.0237022,0.861354,
645,645,0.0699988,0.154295,
749,749,-0.0828797,0.221878,
479,479,0.0152478,0.835972,
630,630,0.0941564,0.0869344,
815,815,0.00381022,0.609907,
281,281,-0.0436383,0.0435826,
402,402,-0.00251984,0.863194,
669,669,0.0667353,0.055383,
781,781,-0.0851209,0.030055,
740,740,-0.064055,0.22508,
429,429,-0.0385541,0.803934,
309,309,0.00262527,0.679337,
458,458,-0.0371081,0.77725,
21,21,-0.0955069,0.550179,
388,388,-0.0359792,0.863835,
495,495,0.0157494,0.79315,
626,626,0.0992587,0.238685,
875,875,0.0361953,0.245619,
31,31,0.0583897,0.613733,
113,113,0.00982494,0.624724,
32,32,0.0107087,0.606716,
811,811,0.0191484,0.555003,
827,827,-6.3888E-4,0.529812,
407,407,-0.0427666,0.860834,
398,398,-0.023491,0.805175,
136,136,0.0962767,0.510495,
691,691,0.110439,0.00200742,
847,847,-0.012671,0.422231,
825,825,0.0155733,0.582533,
139,139,0.103801,0.491442,
506,506,0.0207668,0.804077,
396,396,-0.0279457,0.802201,
460,460,-0.037851,0.772639,
483,483,0.0317418,0.85754,
589,589,0.105524,0.47295,
581,581,0.00901969,0.795246,
174,174,0.048858,0.0877557,
578,578,0.0373437,0.771747,
855,855,0.0192482,0.45323,
331,331,0.0286286,0.76678,
363,363,-0.0145822,0.780233,
284,284,-0.048058,0.0273427,
208,208,-0.0788793,0.384046,
305,305,0.0327647,0.702941,
796,796,-0.0835722,-0.00462313,
708,708,-0.0581096,0.253188,
182,182,0.0812436,0.119749,
256,256,-0.0718318,0.132331,
657,657,0.0920102,0.0618869,
514,514,0.0449091,0.816412,
731,731,-0.0705181,0.0841035,
619,619,0.120561,0.369457,
485,485,0.0424709,0.839086,
214,214,-0.108494,0.411128,
193,193,0.0686975,0.067376,
685,685,0.0705207,0.0052636,
804,804,6.7212E-4,0.579498,
869,869,0.0169443,0.260825,
836,836,0.0220102,0.527477,
785,785,-0.10763,0.0115598,
635,635,0.0841225,0.136565,
442,442,-0.0426867,0.897685,
561,561,0.00205956,0.834243,
656,656,0.093134,0.0441227,
607,607,0.0616754,0.283232,
241,241,-0.0689377,0.0897758,
314,314,-0.0358365,0.723294,
782,782,-0.054812,0.0196555,
226,226,-0.0464258,0.332767,
235,235,-0.0695575,0.24038,
672,672,0.0729593,0.0279659,
420,420,-0.00816238,0.825862,
418,418,-0.0275651,0.811574,
262,262,-0.0383237,0.0396248,
263,263,-0.0498515,0.0440717,
304,304,0.0306333,0.662564,
401,401,-0.0192385,0.812846,
673,673,0.0670047,0.0265577,
40,40,0.0450427,0.613752,
129,129,0.00367919,0.431951,
600,600,0.0992653,0.307453,
729,729,-0.0918225,0.0859621,
467,467,-0.00107844,0.857134,
445,445,-0.0383073,0.793364,
317,317,-0.0379315,0.715863,
294,294,-0.0832316,0.0441385,
91,91,-0.060002,0.49582,
810,810,0.00152128,0.561127,
364,364,-0.0125856,0.76433,
515,515,0.027932,0.864818,
412,412,-0.0446747,0.891169,
553,553,0.0173406,0.812108,
341,341,-0.0187648,0.842712,
117,117,0.0800504,0.562212,
665,665,0.0823191,0.0719996,
523,523,0.0215728,0.800111,
172,172,0.0525165,0.0968945,
601,601,0.0965401,0.263762,
108,108,-0.0991469,0.416703,
156,156,0.0945699,0.314555,
358,358,-0.0438826,0.843135,
308,308,0.00691028,0.679361,
649,649,0.0688332,0.20309,
531,531,0.041461,0.852504,
223,223,-0.103034,0.342766,
419,419,-0.00607154,0.825589,
365,365,-0.00561706,0.758532,
181,181,0.0788856,0.149862,
417,417,-0.0263461,0.813053,
278,278,-0.0736549,0.0367899,
56,56,-0.0407757,0.58087,
33,33,0.0122967,0.392291,
13,13,-0.0298598,0.384725,
867,867,0.00747129,0.256242,
22,22,-0.0959768,0.405157,
618,618,0.119534,0.353367,
380,380,-0.029129,0.802859,
257,257,-0.0547423,0.115108,
338,338,-0.00976954,0.803181,
500,500,0.0202284,0.798205,
168,168,0.0640753,0.340429,
833,833,0.00508384,0.549179,
496,496,0.0157769,0.786912,
347,347,-0.0216551,0.850023,
501,501,0.0301071,0.766703,
596,596,0.116961,0.336388,
872,872,0.0261062,0.327682,
792,792,-0.0637655,-7.4606E-4,
90,90,-0.0648854,0.421688,
237,237,-0.099573,0.360241,
826,826,-0.0168507,0.527452,
292,292,-0.0572538,0.0300792,
109,109,-0.107116,0.46537,
216,216,-0.0897433,0.224743,
191,191,0.0632691,0.0382387,
498,498,0.0328638,0.768514,
829,829,0.00648565,0.482163,
761,761,-0.0792094,0.173025,
375,375,-0.0410964,0.786554,
525,525,-0.00297963,0.790983,
367,367,-0.0271409,0.765935,
143,143,0.0867816,0.421646,
742,742,-0.0641827,0.224313,
178,178,0.0570581,0.098927,
640,640,0.0602536,0.240581,
247,247,-0.0568104,0.20333,
328,328,0.0189092,0.650658,
391,391,-0.0233167,0.802945,
167,167,0.094154,0.359906,
707,707,-0.0674693,0.251696,
36,36,0.106112,0.48089,
41,41,0.00353474,0.389554,
474,474,7.9887E-4,0.803433,
187,187,0.0629277,0.114934,
551,551,0.0182357,0.818697,
528,528,0.0241041,0.866467,
599,599,0.0902963,0.297648,
376,376,-0.0275737,0.809567,
195,195,0.053502,0.0669056,
316,316,-0.0363163,0.731958,
668,668,0.0698559,0.0414016,
428,428,-0.0378618,0.793198,
303,303,0.00485639,0.533941,
671,671,0.0869097,0.0303084,
794,794,-0.0594239,-0.00476401,
368,368,-0.0269754,0.742927,
560,560,0.0290479,0.837686,
565,565,0.0411173,0.848737,
310,310,-0.040255,0.737596,
366,366,-0.0196843,0.791682,
118,118,0.0872054,0.529793,
522,522,0.0202893,0.797925,
150,150,0.0897409,0.224804,
313,313,-0.0385633,0.67531,
384,384,-0.0433524,0.837609,
567,567,0.0264476,0.797958,
238,238,-0.0972877,0.353304,
846,846,0.00501002,0.341541,
845,845,0.00367534,0.421282,
196,196,0.0756721,0.0763762,
162,162,0.0541818,0.262083,
393,393,-0.00593482,0.785832,
184,184,0.0569139,0.168929,
219,219,-0.0634209,0.223613,
461,461,-3.6782E-4,0.795192,
89,89,-0.0157461,0.409318,
100,100,7.0E-5,0.366139,
426,426,-0.0268576,0.800685,
604,604,0.0546,0.32629,
477,477,0.0457301,0.847517,
844,844,-0.00640489,0.421528,
541,541,0.0274973,0.869743,
351,351,-0.0419171,0.85755,
243,243,-0.0534728,0.088343,
131,131,0.0472564,0.615985,
790,790,-0.0929336,8.2994E-4,
629,629,0.0688256,0.0853365,
873,873,0.0434917,0.285156,
122,122,0.0117655,0.359037,
43,43,0.0345407,0.614265,
231,231,-0.0591274,0.325972,
61,61,-0.100588,0.389383,
654,654,0.0936915,0.0333806,
598,598,0.110143,0.293897,
413,413,-0.0336061,0.882924,
29,29,-0.0840761,0.524251,
784,784,-0.102149,0.0297582,
800,800,-0.00549936,0.600178,
151,151,0.0813033,0.223647,
369,369,-0.0230439,0.738954,
348,348,-0.0190163,0.848478,
575,575,0.0416003,0.844194,
693,693,-0.024373,0.367386,
44,44,0.0283005,0.395936,
739,739,-0.0978585,0.100542,
258,258,-0.0724774,0.168946,
250,250,-0.0563541,0.131589,
674,674,0.0563212,0.0260045,
539,539,0.0437303,0.888423,
301,301,0.0439222,0.64245,
838,838,0.0199472,0.481078,
424,424,-0.00554416,0.833077,
93,93,-0.0634127,0.391051,
6,6,-0.00504526,0.395007,
684,684,0.107456,0.0115568,
573,573,0.0397829,0.837848,
408,408,-0.0231714,0.873844,
563,563,0.0216257,0.81763,
850,850,0.0271351,0.390984,
616,616,0.0864164,0.282451,
866,866,0.0121805,0.24516,
111,111,0.0249875,0.496998,
689,689,0.0734718,-0.00245499,
28,28,-0.109278,0.486564,
456,456,-0.0163249,0.786975,
374,374,-0.0408992,0.77801,
608,608,0.0611796,0.282007,
737,737,-0.0887606,0.103857,
548,548,0.0476549,0.894869,
538,538,0.0487228,0.88325,
411,411,-0.04216,0.89203,
134,134,0.103374,0.4392,
64,64,0.0379716,0.584236,
623,623,0.0891816,0.305641,
465,465,-0.00915478,0.807701,
816,816,0.00904529,0.582236,
334,334,0.00292059,0.75004,
323,323,-0.0316184,0.729167,
189,189,0.0748524,0.165935,
280,280,-0.0557779,0.0354286,
198,198,0.0621776,0.013721,
155,155,0.0584778,0.223423,
295,295,-0.0496981,0.0427675,
808,808,-0.00375619,0.591647,
248,248,-0.0564041,0.169548,
587,587,0.013795,0.840181,
285,285,-0.0625149,0.0317625,
507,507,0.0167522,0.808723,
227,227,-0.049272,0.294888,
724,724,-0.0573886,0.248011,
476,476,0.00579221,0.805859,
853,853,0.0146662,0.450406,
494,494,0.012604,0.79502,
220,220,-0.0741576,0.223702,
842,842,0.0254796,0.531703,
103,103,1.2438E-4,0.431484,
697,697,-0.0696723,0.467641,
611,611,0.0870929,0.244371,
170,170,0.0674582,0.0879022,
51,51,0.0696107,0.589618,
25,25,-0.11033,0.53766,
261,261,-0.049823,0.0466259,
768,768,-0.0790561,0.0375594,
822,822,0.0135635,0.563667,
201,201,0.054967,0.0164465,
590,590,0.0837398,0.43477,
489,489,0.0310906,0.847605,
778,778,-0.0763147,0.0305051,
166,166,0.0638511,0.252034,
447,447,-0.00306735,0.854474,
34,34,0.010906,0.358743,
252,252,-0.0696864,0.168946,
775,775,-0.0818032,0.0787027,
325,325,-0.00180015,0.717087,
594,594,0.0947701,0.372136,
436,436,-0.0313611,0.816604,
828,828,-0.00423279,0.527896,
535,535,0.0337817,0.866208,
813,813,0.013659,0.60064,
146,146,0.11245,0.42354,
741,741,-0.0611176,0.223567,
876,876,0.0224856,0.247088,
228,228,-0.0488926,0.291903,
306,306,0.0226146,0.587265,
125,125,0.101503,0.494779,
276,276,-0.043456,0.0449564,
340,340,-0.00516917,0.80648,
148,148,0.104138,0.422183,
482,482,0.0194455,0.840302,
622,622,0.0640831,0.339227,
588,588,0.0179613,0.821616,
17,17,-0.106905,0.496369,
312,312,-0.00544147,0.64595,
606,606,0.0572749,0.289096,
3,3,-0.00935426,0.626913,
520,520,0.0120357,0.853754,
760,760,-0.06533,0.20193,
720,720,-0.0659304,0.371012,
286,286,-0.0420307,0.016618,
279,279,-0.0636499,0.0359609,
536,536,0.0473637,0.878713,
663,663,0.0809854,0.0674876,
12,12,-0.0503033,0.608289,
440,440,-0.0280931,0.851179,
332,332,0.0162549,0.760701,
330,330,0.0221048,0.687092,
382,382,-0.0239853,0.839762,
152,152,0.0556691,0.226517,
544,544,0.0533326,0.891761,
803,803,-0.00297705,0.60513,
642,642,0.0675559,0.139771,
435,435,-0.0191181,0.827275,
342,342,-0.0225619,0.843744,
703,703,-0.100449,0.250219,
783,783,-0.0626064,0.0217202,
695,695,-0.0326847,0.356871,
2,2,-0.0621923,0.576118,
66,66,0.0445151,0.585487,
484,484,0.0452925,0.838359,
439,439,-0.0397404,0.838337,
236,236,-0.0404329,0.342806,
556,556,-0.00412494,0.810152,
373,373,-0.0332053,0.772855,
142,142,0.0341246,0.359831,
359,359,-0.0449099,0.847182,
727,727,-0.0690153,0.085337,
371,371,-0.0407406,0.835744,
772,772,-0.0819192,0.0421774,
444,444,-0.0347757,0.839608,
570,570,0.0237558,0.849904,
757,757,-0.0926688,0.228225,
107,107,-0.111484,0.445651,
532,532,0.0311276,0.859356,
23,23,-0.0704253,0.59845,
745,745,-0.067714,0.139765,
719,719,-0.0595008,0.350383,
230,230,-0.0631066,0.285361,
625,625,0.0585042,0.242668,
47,47,0.0194557,0.609232,
526,526,-0.00310272,0.79317,
180,180,0.0752297,0.112441,
786,786,-0.0628703,0.00377816,
870,870,0.0210975,0.240343,
537,537,0.0509093,0.886215,
659,659,0.0606015,0.0667722,
158,158,0.0913805,0.33966,
350,350,-0.0341743,0.861361,
35,35,0.105678,0.499809,
849,849,-0.00415174,0.452353,
644,644,0.0778022,0.112959,
127,127,0.0613675,0.435963,
675,675,0.103051,0.0295506,
383,383,-0.0355263,0.839672,
533,533,0.0544388,0.870593,
302,302,0.0443687,0.649424,
564,564,0.0240769,0.789729,
701,701,-0.0811941,0.296547,
566,566,0.0237824,0.800938,
821,821,0.00955745,0.581355,
787,787,-0.0962058,0.0087158,
82,82,-0.0319411,0.348329,
76,76,-0.041643,0.62351,
735,735,-0.08615,0.166973,
492,492,0.0265313,0.818207,
718,718,-0.0965666,0.345365,
771,771,-0.0863546,0.0740705,
215,215,-0.106483,0.416338,
97,97,-0.0982283,0.424815,
704,704,-0.0588169,0.287079,
277,277,-0.0831674,0.0458777,
751,751,-0.0832646,0.122833,
19,19,-0.10349,0.46092,
335,335,-0.029411,0.826409,
597,597,0.108585,0.336,
57,57,-0.0906491,0.526077,
609,609,0.0579592,0.253199,
202,202,0.0385251,0.0321875,
68,68,-0.0471022,0.559373,
452,452,-0.0342441,0.856942,
200,200,0.0526849,0.0117185,
868,868,0.0116827,0.234331,
11,11,-0.00522026,0.605803,
115,115,0.0360876,0.627454,
339,339,-0.0078791,0.809168,
431,431,-0.0105604,0.836782,
462,462,-4.7508E-4,0.840952,
337,337,-0.0109026,0.804527,
698,698,-0.113008,0.40532,
255,255,-0.0699033,0.182646,
503,503,0.0382268,0.777335,
546,546,0.050939,0.8936,
9,9,-0.0587963,0.591776,
857,857,-0.0122809,0.299487,
706,706,-0.0613287,0.281996,
632,632,0.0975995,0.0927403,
457,457,-0.0229183,0.783477,
427,427,-0.0405471,0.778211,
145,145,0.107951,0.408918,
5,5,-0.0580003,0.610383,
733,733,-0.0943201,0.0869298,
624,624,0.0805486,0.274599,
831,831,-0.0104969,0.507106,
244,244,-0.0688977,0.102134,
824,824,0.0134458,0.58126,
289,289,-0.0431651,0.0114073,
112,112,0.00217906,0.627115,
730,730,-0.0845141,0.084594,
699,699,-0.117547,0.321363,
712,712,-0.079668,0.243369,
414,414,-0.0457494,0.893518,
839,839,0.0170336,0.481968,
802,802,-0.0124385,0.600276,
860,860,0.00306725,0.30267,
179,179,0.058208,0.110921,
344,344,-0.0174467,0.843725,
481,481,0.00818388,0.841868,
732,732,-0.0963192,0.0891047,
661,661,0.0627209,0.0579908,
245,245,-0.081354,0.119786,
378,378,-0.0174688,0.836265,
658,658,0.0904811,0.063065,
266,266,-0.0553893,0.037726,
324,324,-0.00183253,0.689828,
793,793,-0.0537187,-0.00250616,
680,680,0.0773501,0.0288209,
446,446,-0.00524925,0.797468,
524,524,7.6593E-4,0.768773,
254,254,-0.0693622,0.194351,
404,404,-0.0432947,0.844933,
617,617,0.0660173,0.32836,
283,283,-0.0394003,0.0335099,
513,513,0.0191938,0.838829,
572,572,0.0259308,0.745438,
705,705,-0.0580023,0.29115,
83,83,-0.0817971,0.390739,
634,634,0.0966469,0.219356,
138,138,0.104018,0.496656,
346,346,-0.025338,0.835706,
14,14,-0.0198713,0.423641,
455,455,0.00146522,0.87357,
265,265,-0.0651679,0.0509697,
449,449,-0.00521385,0.794786,
333,333,0.0376399,0.744862,
650,650,0.0774875,0.192719,
639,639,0.0884623,0.133269,
569,569,0.0519292,0.895338,
326,326,-0.00111141,0.75007,
746,746,-0.0701563,0.10274,
647,647,0.0737824,0.151898,
45,45,0.0196897,0.394319,
53,53,0.0926607,0.583538,
559,559,0.0088691,0.840387,
78,78,-0.0823022,0.566069,
562,562,0.0210148,0.81041,
542,542,0.0383022,0.887509,
664,664,0.0812627,0.0565581,
315,315,-0.0282347,0.665892,
480,480,0.010561,0.838141,
132,132,0.0431963,0.42586,
753,753,-0.0761065,0.210333,
26,26,-0.103468,0.545805,
766,766,-0.0586655,0.030593,
123,123,0.0573255,0.377259,
203,203,0.0701713,0.0447372,
667,667,0.0739083,0.0723977,
392,392,-0.0214988,0.799027,
577,577,0.038609,0.770724,
807,807,-0.00635791,0.58075,
140,140,0.100976,0.508438,
321,321,-0.0113503,0.762582,
795,795,-0.0583727,-0.00279527,
441,441,-0.0445868,0.897443,
700,700,-0.0828289,0.304722,
268,268,-0.0817044,0.0821358,
840,840,0.0179861,0.545735,
16,16,-0.0441674,0.5514,
320,320,-0.0260354,0.752432,
133,133,0.0571973,0.366599,
288,288,-0.0846504,0.0166371,
381,381,-0.0243034,0.837809,
605,605,0.0727003,0.31327,
163,163,0.0618492,0.307309,
81,81,-0.0871165,0.529854,
120,120,0.0319649,0.348305,
643,643,0.0579269,0.105757,
79,79,-0.0831928,0.538713,
211,211,-0.0602929,0.353193,
38,38,0.0744455,0.569225,
173,173,0.0524457,0.0891315,
126,126,0.096669,0.510126,
421,421,-0.00777875,0.853335,
593,593,0.124007,0.415583,
636,636,0.0829628,0.154902,
98,98,-0.0983127,0.499273,
422,422,-0.00448858,0.855393,
423,423,-0.0043452,0.855795,
614,614,0.0622321,0.274464,
762,762,-0.0756717,0.172797,
582,582,0.0132829,0.87813,
666,666,0.0743432,0.0754431,
554,554,0.020236,0.81085,
409,409,-0.0267952,0.880661,
574,574,0.0449107,0.838822,
595,595,0.105798,0.319513,
124,124,0.0142161,0.390105,
747,747,-0.0705961,0.0906437,
171,171,0.0686656,0.100313,
87,87,-0.105316,0.456146,
169,169,0.0820541,0.355343,
653,653,0.0557245,0.0298969,
679,679,0.0872345,0.0282667,
843,843,-0.0113316,0.389191,
160,160,0.0492573,0.317809,
30,30,0.0252407,0.625058,
400,400,-0.0257506,0.86899,
767,767,-0.0850262,0.0380644,
696,696,-0.0773926,0.468604,
738,738,-0.0870371,0.120746,
809,809,-0.0103225,0.582366,
509,509,0.00934336,0.836757,
736,736,-0.0842764,0.136557,
207,207,-0.0697333,0.372546,
874,874,0.0403534,0.280205,
434,434,-0.0284215,0.808279,
690,690,0.111789,0.00106083,
194,194,0.0557202,0.0685622,
511,511,0.0173755,0.846953,
73,73,-0.00966108,0.624793,
486,486,0.0357433,0.843935,
336,336,-0.00944009,0.807621,
96,96,-0.0777025,0.392551,
837,837,0.0222502,0.51436,
10,10,-0.0161853,0.602398,
660,660,0.0590305,0.0420282,
272,272,-0.0507709,0.0688381,
499,499,0.0435348,0.846582,
488,488,0.0353199,0.843624,
386,386,-0.0371919,0.858875,
270,270,-0.0572608,0.0767923,
576,576,0.0285075,0.799178,
717,717,-0.120329,0.375578,
543,543,0.0529097,0.891361,
271,271,-0.0488644,0.0678472,
18,18,-0.103623,0.514682,
395,395,-0.0248828,0.808432,
403,403,-0.0460529,0.853752,
469,469,0.00309987,0.851696,
105,105,-0.10606,0.480778,
185,185,0.0585775,0.119735,
52,52,0.0957814,0.422093,
545,545,0.0528856,0.894069,
633,633,0.0853742,0.210001,
114,114,0.00946116,0.63764,
253,253,-0.0688911,0.209058,
612,612,0.074183,0.303792,
628,628,0.0970081,0.0881225,
748,748,-0.0822619,0.215678,
209,209,-0.0993613,0.377492,
147,147,0.107977,0.433919,
655,655,0.0914157,0.0726604,
750,750,-0.0863776,0.221651,
852,852,0.0401289,0.351768,
425,425,-0.00790689,0.833315,
864,864,0.0026116,0.253701,
67,67,0.105176,0.507167,
296,296,-0.0587958,0.0153272,
602,602,0.0975753,0.252665,
318,318,-0.0324306,0.764959,
161,161,0.0532353,0.288237,
651,651,0.0955581,0.0353992,
725,725,-0.0829448,0.250545,
372,372,-0.027183,0.798194,
406,406,-0.0343726,0.873391,
438,438,-0.0404028,0.839056,
780,780,-0.100136,0.0324344,
711,711,-0.0795599,0.250967,
