source,target,weight
70,345,0.349
63,308,0.418
190,249,0.0
12,324,0.534
197,321,0.358
14,332,0.455
154,172,0.0
218,237,0.0
74,83,0.0
19,305,0.35
27,28,0.0
16,318,0.579
18,305,0.339
58,342,0.339
14,324,0.573
24,182,0.355
0,186,0.336
40,328,0.393
14,328,0.514
59,305,0.332
24,146,0.331
6,322,0.41
54,314,0.495
0,301,0.361
68,337,0.506
105,320,0.319
49,338,0.327
56,322,0.638
17,310,0.414
54,305,0.32
10,324,0.489
50,329,0.507
41,318,0.462
107,325,0.318
40,321,0.469
66,223,0.318
22,325,0.693
45,322,0.564
160,323,0.337
45,337,0.348
65,311,0.481
49,322,0.557
61,305,0.348
99,320,0.336
48,323,0.536
103,321,0.324
218,263,0.0
203,324,0.322
70,314,0.598
110,119,0.0
23,333,0.572
0,222,0.342
64,326,0.681
70,322,0.737
60,331,0.573
62,304,0.36
30,324,0.345
54,310,0.408
54,315,0.523
74,167,0.0
11,327,0.483
18,334,0.473
66,180,0.341
64,312,0.532
59,320,0.639
24,340,0.447
44,327,0.465
59,341,0.347
13,324,0.553
54,298,0.658
10,335,0.332
11,310,0.318
12,327,0.504
204,320,0.317
42,332,0.366
77,205,0.0
48,319,0.511
290,291,0.0
50,317,0.522
17,307,0.366
32,33,0.0
47,311,0.356
62,319,0.683
55,316,0.532
25,323,0.333
8,324,0.446
56,313,0.476
42,325,0.475
70,181,0.351
48,330,0.433
55,325,0.601
22,305,0.383
8,329,0.386
72,205,0.0
272,287,0.0
18,342,0.334
3,327,0.318
60,328,0.607
43,313,0.376
24,333,0.587
200,320,0.344
7,320,0.431
70,298,0.769
11,314,0.398
24,344,0.371
69,145,0.326
7,326,0.403
58,313,0.494
67,312,0.52
163,321,0.338
2,27,0.0
113,298,0.337
43,314,0.402
64,144,0.321
23,306,0.421
58,59,0.0
54,326,0.592
40,323,0.463
33,36,0.0
16,332,0.487
307,339,0.0
15,308,0.358
0,320,0.759
13,317,0.503
151,249,0.0
49,337,0.342
49,325,0.546
17,322,0.634
48,312,0.362
22,328,0.632
115,298,0.339
53,320,0.596
218,236,0.0
60,314,0.544
44,319,0.486
319,325,0.0
0,315,0.652
198,323,0.359
103,205,0.0
49,328,0.489
18,319,0.632
54,336,0.413
8,39,0.0
15,325,0.593
54,328,0.557
56,332,0.505
59,338,0.399
161,322,0.334
46,325,0.532
64,306,0.416
0,343,0.408
67,333,0.555
97,322,0.318
32,318,0.34
23,320,0.72
48,310,0.324
34,317,0.343
17,308,0.383
115,321,0.326
0,307,0.475
88,210,0.0
20,312,0.494
110,155,0.0
161,323,0.34
35,320,0.415
65,327,0.649
256,297,0.0
173,297,0.0
54,312,0.449
31,320,0.377
5,329,0.319
44,329,0.431
47,329,0.474
6,316,0.34
8,331,0.363
17,332,0.502
58,329,0.578
110,233,0.0
7,319,0.418
207,298,0.346
317,326,0.0
60,335,0.492
15,335,0.425
16,337,0.394
9,328,0.414
12,310,0.336
24,343,0.388
43,322,0.527
14,338,0.349
60,340,0.397
0,336,0.533
4,324,0.359
40,320,0.453
16,313,0.458
7,327,0.398
10,318,0.462
53,339,0.344
60,341,0.378
6,298,0.437
22,304,0.363
29,324,0.355
4,199,0.0
23,325,0.711
159,321,0.332
68,314,0.606
70,311,0.523
56,334,0.461
120,298,0.331
46,329,0.469
9,330,0.386
69,303,0.366
0,311,0.546
13,315,0.462
69,310,0.495
51,329,0.497
202,325,0.33
30,325,0.344
66,309,0.479
47,312,0.379
196,324,0.331
111,298,0.345
292,297,0.0
20,62,0.0
26,99,0.0
44,323,0.51
218,227,0.0
3,322,0.352
69,314,0.588
64,321,0.732
122,321,0.324
15,298,0.635
189,249,0.0
197,319,0.332
207,322,0.322
5,323,0.391
67,342,0.378
49,308,0.319
203,321,0.342
10,312,0.336
47,320,0.545
21,302,0.328
67,320,0.701
64,325,0.706
16,327,0.578
19,322,0.664
13,316,0.485
68,345,0.356
63,303,0.326
68,144,0.343
14,327,0.543
22,335,0.515
33,322,0.398
44,311,0.318
20,343,0.338
19,324,0.654
49,332,0.431
63,336,0.456
79,298,0.321
241,275,0.0
312,334,0.0
51,319,0.554
54,333,0.483
9,324,0.469
10,313,0.351
20,341,0.375
66,326,0.689
22,337,0.47
66,332,0.588
50,313,0.426
56,307,0.368
68,332,0.607
176,275,0.0
0,317,0.697
53,309,0.369
49,323,0.565
18,307,0.379
29,319,0.348
17,329,0.557
41,329,0.428
20,58,0.0
17,317,0.572
46,298,0.572
42,322,0.486
19,336,0.446
51,335,0.396
0,327,0.719
52,336,0.395
70,145,0.335
202,298,0.364
66,340,0.437
22,183,0.325
158,321,0.317
30,298,0.379
40,322,0.456
49,50,0.0
344,345,0.0
69,305,0.4
66,181,0.343
12,317,0.484
61,332,0.528
24,308,0.473
60,332,0.544
56,321,0.652
163,298,0.351
39,333,0.346
62,333,0.553
113,323,0.318
164,205,0.0
70,303,0.375
60,303,0.329
30,318,0.321
289,297,0.0
209,298,0.327
97,99,0.0
63,322,0.676
58,333,0.511
39,320,0.473
283,297,0.0
107,320,0.324
56,312,0.459
60,315,0.573
27,325,0.338
18,333,0.505
68,147,0.324
46,326,0.509
7,316,0.363
208,298,0.34
61,336,0.444
69,304,0.38
37,40,0.0
64,307,0.436
137,291,0.0
32,317,0.322
106,210,0.0
17,306,0.347
54,341,0.335
63,318,0.635
41,42,0.0
68,302,0.366
12,316,0.466
18,320,0.647
13,336,0.358
34,321,0.409
59,317,0.58
53,319,0.581
161,325,0.324
38,316,0.368
19,311,0.458
41,43,0.0
24,180,0.351
53,328,0.529
6,331,0.321
15,320,0.601
319,322,0.0
95,298,0.323
21,333,0.548
50,330,0.484
6,325,0.4
59,323,0.65
19,298,0.696
17,335,0.451
201,325,0.334
66,179,0.333
54,55,0.0
74,80,0.0
13,338,0.332
58,317,0.594
65,329,0.611
14,320,0.58
75,205,0.0
58,315,0.551
6,328,0.349
4,200,0.0
12,334,0.377
60,318,0.639
112,298,0.339
11,318,0.485
42,318,0.449
10,326,0.466
47,328,0.481
62,330,0.597
64,179,0.326
11,332,0.399
15,322,0.605
17,324,0.624
10,315,0.402
60,327,0.638
22,301,0.317
46,312,0.374
57,336,0.418
15,310,0.388
63,320,0.672
281,297,0.0
21,317,0.633
69,70,0.0
61,339,0.397
39,317,0.42
42,328,0.421
14,298,0.613
67,326,0.668
43,310,0.322
24,334,0.553
199,319,0.335
64,143,0.324
23,341,0.414
285,297,0.0
18,318,0.61
60,306,0.384
37,314,0.326
41,315,0.403
49,335,0.383
64,142,0.321
76,298,0.326
51,309,0.346
16,326,0.583
31,321,0.392
60,336,0.459
69,178,0.322
57,330,0.531
0,322,0.762
6,318,0.375
58,332,0.523
67,301,0.316
66,314,0.587
67,69,0.0
68,178,0.336
64,341,0.409
50,309,0.356
46,316,0.466
4,31,0.0
68,319,0.727
248,249,0.0
55,333,0.47
64,145,0.32
94,320,0.327
210,233,0.0
129,297,0.0
40,324,0.447
13,314,0.435
58,335,0.472
70,333,0.586
138,275,0.0
50,322,0.583
205,323,0.327
58,321,0.672
46,324,0.533
64,298,0.749
55,328,0.543
22,298,0.737
21,327,0.655
16,312,0.441
62,344,0.342
60,312,0.497
23,315,0.614
131,291,0.0
24,314,0.599
66,313,0.557
53,325,0.588
21,311,0.487
0,332,0.623
58,334,0.478
216,287,0.0
12,338,0.316
41,331,0.404
63,321,0.69
66,178,0.321
17,311,0.431
70,182,0.354
101,298,0.343
44,325,0.492
42,329,0.415
67,343,0.361
65,331,0.584
58,327,0.615
58,311,0.451
74,100,0.0
56,308,0.386
58,298,0.688
218,219,0.0
39,325,0.465
14,313,0.427
18,324,0.64
74,166,0.0
15,330,0.504
154,214,0.0
38,325,0.429
35,315,0.328
54,327,0.586
69,308,0.462
59,339,0.379
37,320,0.439
68,330,0.639
69,339,0.451
23,313,0.555
74,126,0.0
70,319,0.718
24,342,0.406
24,336,0.512
66,70,0.0
23,302,0.348
53,315,0.496
52,306,0.324
321,322,0.0
52,313,0.447
70,332,0.599
64,339,0.444
24,144,0.337
31,319,0.365
27,203,0.0
32,323,0.38
53,323,0.607
45,323,0.571
10,319,0.482
182,303,0.0
51,332,0.444
315,331,0.0
277,287,0.0
43,323,0.534
12,333,0.407
42,330,0.393
120,205,0.0
50,340,0.317
54,325,0.616
260,275,0.0
9,334,0.321
14,325,0.572
23,342,0.393
144,186,0.0
22,310,0.476
54,321,0.642
59,306,0.353
21,344,0.338
9,331,0.385
70,329,0.656
39,40,0.0
22,323,0.713
11,334,0.358
74,157,0.0
6,317,0.356
18,340,0.373
29,31,0.0
65,315,0.584
17,326,0.599
69,329,0.646
45,319,0.546
52,328,0.537
107,324,0.319
15,313,0.446
61,324,0.652
37,316,0.37
65,317,0.627
68,177,0.323
55,298,0.643
56,319,0.619
57,324,0.623
36,325,0.406
60,305,0.362
50,307,0.323
62,328,0.629
39,326,0.444
53,332,0.469
19,316,0.582
0,224,0.345
38,329,0.371
48,329,0.455
18,332,0.517
70,318,0.696
63,323,0.684
64,324,0.707
21,325,0.685
159,320,0.318
239,273,0.0
9,41,0.0
52,319,0.588
67,306,0.405
64,70,0.0
66,323,0.734
21,345,0.318
20,323,0.685
39,329,0.406
37,327,0.405
55,320,0.609
46,318,0.505
57,318,0.593
196,322,0.339
67,332,0.568
116,205,0.0
21,334,0.515
199,320,0.347
52,335,0.426
0,326,0.725
31,325,0.37
7,323,0.441
12,323,0.551
69,313,0.558
311,312,0.0
40,329,0.387
107,298,0.352
53,334,0.426
65,342,0.366
58,312,0.476
64,309,0.472
41,334,0.338
205,320,0.318
67,345,0.324
23,185,0.317
39,323,0.483
70,341,0.426
207,323,0.328
183,224,0.0
22,318,0.664
47,315,0.449
31,326,0.35
46,338,0.316
19,313,0.5
45,329,0.489
62,337,0.467
114,298,0.336
66,341,0.417
0,319,0.743
62,308,0.441
15,321,0.619
317,318,0.0
2,324,0.322
13,325,0.552
40,314,0.338
205,322,0.321
66,184,0.332
21,321,0.712
44,321,0.517
16,310,0.4
11,311,0.334
74,84,0.0
70,180,0.35
24,321,0.754
296,297,0.0
22,313,0.538
19,328,0.593
56,311,0.434
43,312,0.36
59,308,0.39
60,344,0.325
58,305,0.344
61,334,0.483
27,321,0.36
34,36,0.0
49,320,0.554
52,340,0.336
22,345,0.325
16,340,0.346
52,333,0.464
198,298,0.378
15,328,0.535
49,321,0.571
198,324,0.344
45,50,0.0
78,205,0.0
38,331,0.348
10,298,0.527
28,320,0.335
247,249,0.0
0,221,0.331
7,40,0.0
66,344,0.361
61,343,0.327
22,179,0.317
62,317,0.638
57,314,0.5
20,306,0.382
65,332,0.555
165,321,0.317
48,320,0.526
27,99,0.0
43,335,0.356
56,331,0.533
234,323,0.319
51,316,0.493
105,298,0.346
97,321,0.329
65,319,0.672
50,323,0.591
121,123,0.0
62,183,0.322
307,308,0.0
52,331,0.504
68,336,0.518
56,341,0.343
62,311,0.491
23,146,0.319
61,311,0.456
70,343,0.387
54,337,0.402
58,309,0.419
23,334,0.539
166,298,0.318
55,307,0.348
68,344,0.377
105,323,0.327
58,337,0.428
17,337,0.408
249,274,0.0
52,334,0.433
27,160,0.0
112,321,0.327
23,141,0.316
55,311,0.412
31,324,0.371
49,336,0.353
22,322,0.705
64,313,0.55
39,332,0.357
66,306,0.423
38,314,0.323
68,141,0.334
164,298,0.33
55,331,0.51
70,142,0.336
39,330,0.384
38,324,0.43
54,330,0.526
319,324,0.0
57,309,0.398
71,154,0.0
10,332,0.377
45,333,0.425
67,323,0.713
19,323,0.672
70,330,0.631
68,335,0.553
22,315,0.597
37,315,0.35
7,332,0.319
70,305,0.41
16,316,0.538
51,311,0.376
20,332,0.542
65,320,0.688
65,303,0.338
67,330,0.599
0,140,0.332
0,328,0.688
12,298,0.573
47,309,0.327
3,326,0.323
305,306,0.0
24,329,0.658
262,275,0.0
58,325,0.645
63,310,0.45
15,341,0.317
48,333,0.393
23,330,0.617
43,334,0.362
6,326,0.379
154,235,0.0
18,317,0.588
67,310,0.476
197,322,0.347
2,298,0.355
22,319,0.686
21,340,0.412
57,321,0.647
66,331,0.618
63,327,0.634
199,325,0.34
50,326,0.548
39,324,0.467
67,313,0.538
203,322,0.33
61,323,0.67
56,306,0.35
15,50,0.0
69,338,0.472
0,345,0.369
6,323,0.417
17,321,0.649
33,316,0.329
55,340,0.342
58,331,0.552
23,329,0.642
27,326,0.319
162,324,0.326
0,146,0.349
67,340,0.418
17,331,0.53
64,304,0.373
55,329,0.536
46,315,0.444
65,335,0.502
24,339,0.462
32,325,0.364
203,298,0.355
68,316,0.661
61,338,0.416
24,341,0.427
28,322,0.337
159,322,0.32
46,333,0.406
306,307,0.0
70,340,0.446
16,306,0.334
23,298,0.755
23,307,0.441
45,324,0.554
0,148,0.319
77,298,0.326
45,334,0.395
3,324,0.343
9,317,0.422
48,321,0.542
24,178,0.331
63,335,0.489
29,327,0.329
54,320,0.624
37,323,0.449
70,224,0.326
56,339,0.376
23,332,0.585
12,320,0.541
69,318,0.685
68,306,0.44
16,330,0.517
60,311,0.471
158,298,0.33
222,299,0.0
40,332,0.339
61,306,0.37
72,298,0.332
12,329,0.47
64,308,0.455
23,143,0.328
68,179,0.348
0,187,0.316
20,317,0.613
24,142,0.337
18,336,0.433
4,198,0.0
70,338,0.482
66,328,0.653
24,338,0.483
103,298,0.336
329,331,0.0
99,325,0.329
10,316,0.423
69,344,0.361
46,337,0.33
159,298,0.345
52,308,0.359
68,146,0.336
87,210,0.0
20,330,0.573
60,319,0.661
21,304,0.356
17,315,0.53
192,213,0.0
30,327,0.32
11,316,0.446
196,321,0.351
69,328,0.653
57,333,0.488
57,320,0.63
47,336,0.345
198,325,0.343
13,335,0.388
48,326,0.495
57,338,0.391
64,314,0.58
61,340,0.383
27,320,0.345
45,335,0.389
64,337,0.481
310,311,0.0
62,182,0.327
15,323,0.612
45,309,0.34
19,318,0.624
13,50,0.0
62,63,0.0
55,314,0.481
186,299,0.0
13,330,0.465
49,329,0.483
52,314,0.475
55,335,0.432
43,332,0.403
57,327,0.592
0,142,0.355
70,324,0.726
128,298,0.332
188,220,0.0
27,323,0.354
61,307,0.389
44,317,0.445
18,20,0.0
0,179,0.361
62,326,0.666
24,222,0.324
67,331,0.597
57,339,0.372
12,326,0.51
8,326,0.424
206,321,0.334
59,333,0.497
2,323,0.336
60,307,0.404
125,213,0.0
67,341,0.399
50,314,0.454
65,322,0.691
16,59,0.0
46,330,0.446
52,322,0.606
69,333,0.575
10,317,0.441
276,287,0.0
68,321,0.761
20,315,0.57
90,233,0.0
49,310,0.348
60,310,0.454
50,319,0.565
160,322,0.33
68,225,0.327
40,319,0.44
19,343,0.329
179,224,0.0
21,338,0.447
21,337,0.463
0,341,0.447
0,226,0.33
47,326,0.515
41,335,0.332
44,328,0.438
69,342,0.395
35,322,0.418
43,330,0.431
0,178,0.349
13,337,0.347
202,323,0.345
0,346,0.343
17,327,0.593
21,341,0.392
0,181,0.371
18,315,0.545
49,318,0.519
203,319,0.316
11,324,0.513
13,329,0.488
23,321,0.738
16,298,0.649
278,291,0.0
67,179,0.316
163,325,0.317
68,186,0.323
0,340,0.468
52,309,0.375
64,345,0.334
12,322,0.544
230,297,0.0
99,208,0.0
0,298,0.794
68,180,0.357
37,321,0.455
107,323,0.333
94,298,0.354
55,336,0.4
64,338,0.464
23,223,0.316
66,304,0.38
163,320,0.324
69,326,0.69
18,338,0.406
16,317,0.557
203,325,0.321
198,326,0.324
12,337,0.331
23,309,0.477
134,233,0.0
46,323,0.55
73,205,0.0
69,224,0.318
66,303,0.366
68,339,0.468
70,306,0.433
13,298,0.593
42,298,0.514
122,323,0.318
48,298,0.558
22,332,0.568
55,327,0.572
0,325,0.75
12,332,0.418
56,328,0.567
32,298,0.399
52,310,0.39
22,340,0.419
23,345,0.338
69,332,0.588
50,298,0.613
201,319,0.328
58,320,0.654
9,327,0.441
49,331,0.457
24,306,0.434
61,337,0.432
24,305,0.411
45,330,0.466
53,307,0.336
34,323,0.403
67,298,0.736
48,317,0.47
228,273,0.0
46,331,0.444
70,184,0.341
66,305,0.4
51,333,0.432
65,334,0.509
50,324,0.573
139,218,0.0
51,310,0.36
17,313,0.473
16,339,0.36
186,223,0.0
41,328,0.434
48,311,0.339
42,323,0.493
44,326,0.47
16,324,0.608
0,70,0.0
54,331,0.524
59,316,0.56
53,324,0.589
61,325,0.651
62,305,0.38
67,324,0.694
7,324,0.425
51,318,0.533
61,321,0.677
24,337,0.5
24,141,0.328
7,314,0.319
70,222,0.323
70,328,0.663
31,317,0.328
39,318,0.44
31,322,0.38
59,337,0.415
21,182,0.323
103,323,0.318
12,311,0.352
58,340,0.378
16,315,0.515
62,315,0.594
0,299,0.322
0,141,0.347
66,318,0.685
45,312,0.393
48,336,0.328
7,317,0.379
53,331,0.497
12,313,0.391
57,319,0.615
36,320,0.413
56,58,0.0
56,309,0.402
64,301,0.326
21,315,0.59
11,298,0.551
60,62,0.0
52,316,0.526
21,318,0.656
18,304,0.319
0,304,0.409
11,320,0.519
132,197,0.0
69,181,0.343
14,330,0.484
19,325,0.653
240,275,0.0
99,298,0.364
41,313,0.352
63,306,0.381
66,337,0.489
69,335,0.535
308,337,0.0
40,325,0.445
68,184,0.347
20,311,0.469
205,298,0.345
65,298,0.722
62,324,0.691
42,334,0.327
55,338,0.374
101,323,0.325
0,323,0.77
64,331,0.61
70,325,0.725
51,325,0.561
10,331,0.403
41,312,0.336
56,317,0.575
7,321,0.447
